"","waterbody_name","stationid","year_yyyy","month_mm","day_of_month_dd","time_hhmm","time_of_day","taxa_name","top_tow_m","bottom_tow_m","zoop_sampler_type","zoop_mesh_um","zoop_net_mouth_area_cm2","min_counts","density_value","density_units","biomass_value","biomass_dry_wet","biomass_units","time_zone"
"26","Tovel","A",2003,9,24,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"27","Tovel","A",2003,10,8,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"28","Tovel","A",2003,10,22,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"29","Tovel","A",2003,11,18,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"30","Tovel","A",2004,2,4,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"31","Tovel","A",2004,5,11,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"32","Tovel","A",2004,6,8,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"33","Tovel","A",2004,7,6,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0.311688311688312,"ind_L",4.42943376623377,"dry","ug_m3",1
"34","Tovel","A",2004,8,3,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0.155844155844156,"ind_L",2.21471688311688,"dry","ug_m3",1
"35","Tovel","A",2004,9,1,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0.311688311688312,"ind_L",4.42943376623377,"dry","ug_m3",1
"36","Tovel","A",2004,9,29,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0.155844155844156,"ind_L",2.21471688311688,"dry","ug_m3",1
"37","Tovel","A",2004,10,26,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"38","Tovel","A",2004,11,23,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"39","Tovel","A",2005,4,27,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"40","Tovel","A",2005,5,10,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"41","Tovel","A",2005,6,8,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0.0519480519480519,"ind_L",0.738238961038961,"dry","ug_m3",1
"42","Tovel","A",2005,7,5,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"43","Tovel","A",2005,8,2,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"44","Tovel","A",2005,9,6,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"45","Tovel","A",2005,10,4,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"46","Tovel","A",2005,11,2,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"47","Tovel","A",2006,5,3,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"48","Tovel","A",2006,6,7,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0.025974025974026,"ind_L",0.369119480519481,"dry","ug_m3",1
"49","Tovel","A",2006,7,4,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0.155844155844156,"ind_L",2.21471688311688,"dry","ug_m3",1
"50","Tovel","A",2006,8,2,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0.467532467532468,"ind_L",6.64415064935065,"dry","ug_m3",1
"51","Tovel","A",2006,9,5,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,1.76623376623377,"ind_L",25.1001246753247,"dry","ug_m3",1
"52","Tovel","A",2006,10,3,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0.363636363636364,"ind_L",5.16767272727273,"dry","ug_m3",1
"53","Tovel","A",2006,11,7,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"54","Tovel","A",2006,12,5,12:00:00,"day","Ascomorpha ecaudis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"55","Tovel","A",2002,1,9,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,1.84415584415584,"ind_L",2047.73958441558,"dry","ug_m3",1
"56","Tovel","A",2002,3,26,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.441558441558442,"ind_L",490.303844155844,"dry","ug_m3",1
"57","Tovel","A",2002,4,23,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.585596221959858,"ind_L",650.242531286895,"dry","ug_m3",1
"58","Tovel","A",2002,5,8,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.555844155844156,"ind_L",617.206015584416,"dry","ug_m3",1
"59","Tovel","A",2002,6,19,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,3.39224935064935,"ind_L",3766.73332546494,"dry","ug_m3",1
"60","Tovel","A",2002,6,26,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,5.44415584415584,"ind_L",6045.15798441558,"dry","ug_m3",1
"61","Tovel","A",2002,7,2,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,9.03896103896104,"ind_L",10036.8081038961,"dry","ug_m3",1
"62","Tovel","A",2002,7,15,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,15.3714285714286,"ind_L",17068.3420571429,"dry","ug_m3",1
"63","Tovel","A",2002,7,30,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,13.038961038961,"ind_L",14478.3841038961,"dry","ug_m3",1
"64","Tovel","A",2002,8,13,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,9.53766233766234,"ind_L",10590.5630337662,"dry","ug_m3",1
"65","Tovel","A",2002,8,21,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,12.6181818181818,"ind_L",14011.1533818182,"dry","ug_m3",1
"66","Tovel","A",2002,9,3,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,14.6597402597403,"ind_L",16278.087625974,"dry","ug_m3",1
"67","Tovel","A",2002,9,18,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,3.31428571428571,"ind_L",3680.16297142857,"dry","ug_m3",1
"68","Tovel","A",2002,10,15,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,10.2077922077922,"ind_L",11334.6712207792,"dry","ug_m3",1
"69","Tovel","A",2002,10,30,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,3.05454545454546,"ind_L",3391.74894545455,"dry","ug_m3",1
"70","Tovel","A",2002,11,12,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,1.169,"ind_L",1298.050586,"dry","ug_m3",1
"71","Tovel","A",2002,11,28,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.244155844155844,"ind_L",271.109184415584,"dry","ug_m3",1
"72","Tovel","A",2003,1,21,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.135064935064935,"ind_L",149.975293506494,"dry","ug_m3",1
"73","Tovel","A",2003,4,22,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.181818181818182,"ind_L",201.889818181818,"dry","ug_m3",1
"74","Tovel","A",2003,6,3,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,4.99220779220779,"ind_L",5543.31757922078,"dry","ug_m3",1
"75","Tovel","A",2003,7,2,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,8.01558441558442,"ind_L",8900.45684155844,"dry","ug_m3",1
"76","Tovel","A",2003,7,30,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,7.48051948051948,"ind_L",8306.32394805195,"dry","ug_m3",1
"77","Tovel","A",2003,8,7,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,2.07792207792208,"ind_L",2307.31220779221,"dry","ug_m3",1
"78","Tovel","A",2003,8,21,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.10995670995671,"ind_L",122.095270995671,"dry","ug_m3",1
"79","Tovel","A",2003,9,10,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"80","Tovel","A",2003,9,24,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"81","Tovel","A",2003,10,8,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.025974025974026,"ind_L",28.8414025974026,"dry","ug_m3",1
"82","Tovel","A",2003,10,22,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"83","Tovel","A",2003,11,18,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.025974025974026,"ind_L",28.8414025974026,"dry","ug_m3",1
"84","Tovel","A",2004,2,4,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.0415584415584416,"ind_L",46.1462441558442,"dry","ug_m3",1
"85","Tovel","A",2004,5,11,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.0519480519480519,"ind_L",57.6828051948052,"dry","ug_m3",1
"86","Tovel","A",2004,6,8,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.181818181818182,"ind_L",201.889818181818,"dry","ug_m3",1
"87","Tovel","A",2004,7,6,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,4.31168831168831,"ind_L",4787.67283116883,"dry","ug_m3",1
"88","Tovel","A",2004,8,3,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,32.587012987013,"ind_L",36184.4236987013,"dry","ug_m3",1
"89","Tovel","A",2004,9,1,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,60.9714285714286,"ind_L",67702.3084571429,"dry","ug_m3",1
"90","Tovel","A",2004,9,29,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"91","Tovel","A",2004,10,26,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"92","Tovel","A",2004,11,23,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"93","Tovel","A",2005,4,27,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.025974025974026,"ind_L",28.8414025974026,"dry","ug_m3",1
"94","Tovel","A",2005,5,10,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"95","Tovel","A",2005,6,8,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"96","Tovel","A",2005,7,5,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"97","Tovel","A",2005,8,2,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.0779220779220779,"ind_L",86.5242077922078,"dry","ug_m3",1
"98","Tovel","A",2005,9,6,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.103896103896104,"ind_L",115.36561038961,"dry","ug_m3",1
"99","Tovel","A",2005,10,4,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.025974025974026,"ind_L",28.8414025974026,"dry","ug_m3",1
"100","Tovel","A",2005,11,2,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"101","Tovel","A",2006,5,3,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.25974025974026,"ind_L",288.414025974026,"dry","ug_m3",1
"102","Tovel","A",2006,6,7,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.493506493506494,"ind_L",547.986649350649,"dry","ug_m3",1
"103","Tovel","A",2006,7,4,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.701298701298701,"ind_L",778.71787012987,"dry","ug_m3",1
"104","Tovel","A",2006,8,2,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,1.48051948051948,"ind_L",1643.95994805195,"dry","ug_m3",1
"105","Tovel","A",2006,9,5,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0.0519480519480519,"ind_L",57.6828051948052,"dry","ug_m3",1
"106","Tovel","A",2006,10,3,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"107","Tovel","A",2006,11,7,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"108","Tovel","A",2006,12,5,12:00:00,"day","Asplanchna priodonta",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"109","Tovel","A",2002,1,9,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"110","Tovel","A",2002,3,26,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"111","Tovel","A",2002,4,23,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"112","Tovel","A",2002,5,8,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"113","Tovel","A",2002,6,19,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"114","Tovel","A",2002,6,26,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"115","Tovel","A",2002,7,2,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"116","Tovel","A",2002,7,15,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"117","Tovel","A",2002,7,30,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0.441558441558442,"ind_L",6.55540753246753,"dry","ug_m3",1
"118","Tovel","A",2002,8,13,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0.197402597402597,"ind_L",2.93065277922078,"dry","ug_m3",1
"119","Tovel","A",2002,8,21,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0.233766233766234,"ind_L",3.47050987012987,"dry","ug_m3",1
"120","Tovel","A",2002,9,3,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0.623376623376623,"ind_L",9.25469298701299,"dry","ug_m3",1
"121","Tovel","A",2002,9,18,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"122","Tovel","A",2002,10,15,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,1.87012987012987,"ind_L",27.764078961039,"dry","ug_m3",1
"123","Tovel","A",2002,10,30,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,2.73766233766234,"ind_L",40.6435267012987,"dry","ug_m3",1
"124","Tovel","A",2002,11,12,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,3.84264285714286,"ind_L",57.0481448421429,"dry","ug_m3",1
"125","Tovel","A",2002,11,28,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0.883116883116883,"ind_L",13.1108150649351,"dry","ug_m3",1
"126","Tovel","A",2003,1,21,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"127","Tovel","A",2003,4,22,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"128","Tovel","A",2003,6,3,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"129","Tovel","A",2003,7,2,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"130","Tovel","A",2003,7,30,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"131","Tovel","A",2003,8,7,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"132","Tovel","A",2003,8,21,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0.00692640692640693,"ind_L",0.102829922077922,"dry","ug_m3",1
"133","Tovel","A",2003,9,10,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"134","Tovel","A",2003,9,24,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"135","Tovel","A",2003,10,8,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0.12987012987013,"ind_L",1.92806103896104,"dry","ug_m3",1
"136","Tovel","A",2003,10,22,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"137","Tovel","A",2003,11,18,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"138","Tovel","A",2004,2,4,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"139","Tovel","A",2004,5,11,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"140","Tovel","A",2004,6,8,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"141","Tovel","A",2004,7,6,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"142","Tovel","A",2004,8,3,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0.0519480519480519,"ind_L",0.771224415584415,"dry","ug_m3",1
"143","Tovel","A",2004,9,1,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0.0519480519480519,"ind_L",0.771224415584415,"dry","ug_m3",1
"144","Tovel","A",2004,9,29,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0.0779220779220779,"ind_L",1.15683662337662,"dry","ug_m3",1
"145","Tovel","A",2004,10,26,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0.025974025974026,"ind_L",0.385612207792208,"dry","ug_m3",1
"146","Tovel","A",2004,11,23,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0.0519480519480519,"ind_L",0.771224415584415,"dry","ug_m3",1
"147","Tovel","A",2005,4,27,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"148","Tovel","A",2005,5,10,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0.0727272727272727,"ind_L",1.07971418181818,"dry","ug_m3",1
"149","Tovel","A",2005,6,8,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0.207792207792208,"ind_L",3.08489766233766,"dry","ug_m3",1
"150","Tovel","A",2005,7,5,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0.415584415584416,"ind_L",6.16979532467533,"dry","ug_m3",1
"151","Tovel","A",2005,8,2,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,2.98701298701299,"ind_L",44.3454038961039,"dry","ug_m3",1
"152","Tovel","A",2005,9,6,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,7.94805194805195,"ind_L",117.997335584416,"dry","ug_m3",1
"153","Tovel","A",2005,10,4,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0.883116883116883,"ind_L",13.1108150649351,"dry","ug_m3",1
"154","Tovel","A",2005,11,2,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0.285714285714286,"ind_L",4.24173428571429,"dry","ug_m3",1
"155","Tovel","A",2006,5,3,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"156","Tovel","A",2006,6,7,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"157","Tovel","A",2006,7,4,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"158","Tovel","A",2006,8,2,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"159","Tovel","A",2006,9,5,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"160","Tovel","A",2006,10,3,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"161","Tovel","A",2006,11,7,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
"162","Tovel","A",2006,12,5,12:00:00,"day","Brachionus angularis",0,35,"bottle+net",20,31.4,364,0,"ind_L",0,"dry","ug_m3",1
