"waterbody_name","stationid","year_yyyy","month_mm","day_of_month_dd","time_hhmm","time_of_day","genus","species","top_tow_m","bottom_tow_m","zoop_sampler_type","zoop_mesh_um","zoop_net_mouth_area_cm2","min_counts","density_units","biomass_dry_wet","biomass_units","time_zone","biomass_value","density_value"
"Tovel","A",2005,9,6,12:00:00,"day","Ascomorpha","ecaudis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2005,10,4,12:00:00,"day","Ascomorpha","ecaudis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2005,11,2,12:00:00,"day","Ascomorpha","ecaudis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,5,3,12:00:00,"day","Ascomorpha","ecaudis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,6,7,12:00:00,"day","Ascomorpha","ecaudis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.369119480519481,0.025974025974026
"Tovel","A",2006,7,4,12:00:00,"day","Ascomorpha","ecaudis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,2.21471688311688,0.155844155844156
"Tovel","A",2006,8,2,12:00:00,"day","Ascomorpha","ecaudis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,6.64415064935065,0.467532467532468
"Tovel","A",2006,9,5,12:00:00,"day","Ascomorpha","ecaudis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,25.1001246753247,1.76623376623377
"Tovel","A",2006,10,3,12:00:00,"day","Ascomorpha","ecaudis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,5.16767272727273,0.363636363636364
"Tovel","A",2006,11,7,12:00:00,"day","Ascomorpha","ecaudis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,12,5,12:00:00,"day","Ascomorpha","ecaudis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,1,9,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,2047.73958441558,1.84415584415584
"Tovel","A",2002,3,26,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,490.303844155844,0.441558441558442
"Tovel","A",2002,4,23,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,650.242531286895,0.585596221959858
"Tovel","A",2002,5,8,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,617.206015584416,0.555844155844156
"Tovel","A",2002,6,19,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,3766.73332546494,3.39224935064935
"Tovel","A",2002,6,26,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,6045.15798441558,5.44415584415584
"Tovel","A",2002,7,2,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,10036.8081038961,9.03896103896104
"Tovel","A",2002,7,15,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,17068.3420571429,15.3714285714286
"Tovel","A",2002,7,30,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,14478.3841038961,13.038961038961
"Tovel","A",2002,8,13,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,10590.5630337662,9.53766233766234
"Tovel","A",2002,8,21,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,14011.1533818182,12.6181818181818
"Tovel","A",2002,9,3,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,16278.087625974,14.6597402597403
"Tovel","A",2002,9,18,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,3680.16297142857,3.31428571428571
"Tovel","A",2002,10,15,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,11334.6712207792,10.2077922077922
"Tovel","A",2002,10,30,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,3391.74894545455,3.05454545454546
"Tovel","A",2002,11,12,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,1298.050586,1.169
"Tovel","A",2002,11,28,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,271.109184415584,0.244155844155844
"Tovel","A",2003,1,21,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,149.975293506494,0.135064935064935
"Tovel","A",2003,4,22,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,201.889818181818,0.181818181818182
"Tovel","A",2003,6,3,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,5543.31757922078,4.99220779220779
"Tovel","A",2003,7,2,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,8900.45684155844,8.01558441558442
"Tovel","A",2003,7,30,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,8306.32394805195,7.48051948051948
"Tovel","A",2003,8,7,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,2307.31220779221,2.07792207792208
"Tovel","A",2003,8,21,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,122.095270995671,0.10995670995671
"Tovel","A",2003,9,10,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2003,9,24,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2003,10,8,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,28.8414025974026,0.025974025974026
"Tovel","A",2003,10,22,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2003,11,18,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,28.8414025974026,0.025974025974026
"Tovel","A",2004,2,4,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,46.1462441558442,0.0415584415584416
"Tovel","A",2004,5,11,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,57.6828051948052,0.0519480519480519
"Tovel","A",2004,6,8,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,201.889818181818,0.181818181818182
"Tovel","A",2004,7,6,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,4787.67283116883,4.31168831168831
"Tovel","A",2004,8,3,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,36184.4236987013,32.587012987013
"Tovel","A",2004,9,1,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,67702.3084571429,60.9714285714286
"Tovel","A",2004,9,29,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2004,10,26,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2004,11,23,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2005,4,27,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,28.8414025974026,0.025974025974026
"Tovel","A",2005,5,10,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2005,6,8,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2005,7,5,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2005,8,2,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,86.5242077922078,0.0779220779220779
"Tovel","A",2005,9,6,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,115.36561038961,0.103896103896104
"Tovel","A",2005,10,4,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,28.8414025974026,0.025974025974026
"Tovel","A",2005,11,2,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,5,3,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,288.414025974026,0.25974025974026
"Tovel","A",2006,6,7,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,547.986649350649,0.493506493506494
"Tovel","A",2006,7,4,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,778.71787012987,0.701298701298701
"Tovel","A",2006,8,2,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,1643.95994805195,1.48051948051948
"Tovel","A",2006,9,5,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,57.6828051948052,0.0519480519480519
"Tovel","A",2006,10,3,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,11,7,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,12,5,12:00:00,"day","Asplanchna","priodonta",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,1,9,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,3,26,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,4,23,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,5,8,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,6,19,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,6,26,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,7,2,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,7,15,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,7,30,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,6.55540753246753,0.441558441558442
"Tovel","A",2002,8,13,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,2.93065277922078,0.197402597402597
"Tovel","A",2002,8,21,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,3.47050987012987,0.233766233766234
"Tovel","A",2002,9,3,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,9.25469298701299,0.623376623376623
"Tovel","A",2002,9,18,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,10,15,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,27.764078961039,1.87012987012987
"Tovel","A",2002,10,30,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,40.6435267012987,2.73766233766234
"Tovel","A",2002,11,12,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,57.0481448421429,3.84264285714286
"Tovel","A",2002,11,28,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,13.1108150649351,0.883116883116883
"Tovel","A",2003,1,21,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2003,4,22,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2003,6,3,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2003,7,2,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2003,7,30,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2003,8,7,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2003,8,21,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.102829922077922,0.00692640692640693
"Tovel","A",2003,9,10,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2003,9,24,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2003,10,8,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,1.92806103896104,0.12987012987013
"Tovel","A",2003,10,22,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2003,11,18,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2004,2,4,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2004,5,11,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2004,6,8,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2004,7,6,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2004,8,3,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.771224415584415,0.0519480519480519
"Tovel","A",2004,9,1,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.771224415584415,0.0519480519480519
"Tovel","A",2004,9,29,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,1.15683662337662,0.0779220779220779
"Tovel","A",2004,10,26,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.385612207792208,0.025974025974026
"Tovel","A",2004,11,23,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0.771224415584415,0.0519480519480519
"Tovel","A",2005,4,27,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2005,5,10,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,1.07971418181818,0.0727272727272727
"Tovel","A",2005,6,8,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,3.08489766233766,0.207792207792208
"Tovel","A",2005,7,5,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,6.16979532467533,0.415584415584416
"Tovel","A",2005,8,2,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,44.3454038961039,2.98701298701299
"Tovel","A",2005,9,6,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,117.997335584416,7.94805194805195
"Tovel","A",2005,10,4,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,13.1108150649351,0.883116883116883
"Tovel","A",2005,11,2,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,4.24173428571429,0.285714285714286
"Tovel","A",2006,5,3,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,6,7,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,7,4,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,8,2,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,9,5,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,10,3,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,11,7,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2006,12,5,12:00:00,"day","Brachionus","angularis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,1,9,12:00:00,"day","Brachionus","diversicornis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,3,26,12:00:00,"day","Brachionus","diversicornis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,4,23,12:00:00,"day","Brachionus","diversicornis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
"Tovel","A",2002,5,8,12:00:00,"day","Brachionus","diversicornis",0,35,"bottle+net",20,31.4,364,"ind_L","dry","ug_m3",1,0,0
